NM_ID,Gene,Disease,Disease_Category,Motif_Class,Subclass,Start,End,Length,Score
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,2067,2091,25,1.0
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,2130,2152,23,1.0
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Curved_DNA,Local Curvature,2290,2297,8,2.11
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Curved_DNA,Global Curvature,2380,2421,42,3.0
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Curved_DNA,Local Curvature,2735,2741,7,2.03
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,3327,3341,15,1.2
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Curved_DNA,Global Curvature,3782,3822,41,2.58
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,3898,3920,23,1.2
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Triplex,Triplex,4005,4036,32,1.0
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Triplex,Sticky DNA,4357,4368,12,3.0
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Curved_DNA,Global Curvature,4452,4492,41,2.05
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Curved_DNA,Local Curvature,5044,5050,7,2.03
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Curved_DNA,Global Curvature,6120,6170,51,1.69
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Curved_DNA,Global Curvature,7058,7098,41,2.05
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,7896,7920,25,1.0
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Slipped_DNA,STR,8010,8033,24,3.0
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Triplex,Triplex,8383,8404,22,1.0
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,8509,8528,20,1.59
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,8536,8553,18,1.62
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Curved_DNA,Local Curvature,8730,8736,7,2.03
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,8929,8945,17,1.0
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Curved_DNA,Local Curvature,9357,9363,7,2.03
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Curved_DNA,Local Curvature,9485,9491,7,2.03
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Curved_DNA,Local Curvature,9528,9536,9,2.18
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Curved_DNA,Local Curvature,9705,9712,8,2.11
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Curved_DNA,Local Curvature,9723,9730,8,2.11
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Curved_DNA,Local Curvature,9901,9912,12,2.33
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,10003,10025,23,1.0
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Curved_DNA,Local Curvature,10044,10050,7,2.03
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,Triplex,Triplex,105,124,20,1.0
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,105,231,126,1.59
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,Curved_DNA,Local Curvature,106,112,7,2.03
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,180,198,19,1.27
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,Curved_DNA,Local Curvature,223,231,9,2.18
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,Curved_DNA,Local Curvature,702,708,7,2.03
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,A-philic_DNA,A-philic DNA,897,906,10,3.0
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1072,1087,16,1.0
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,Hybrid,G-Quadruplex_R-Loop_Overlap,1072,3033,1961,2.84
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,R-Loop,R-loop formation sites,1074,3033,1960,3.0
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,Curved_DNA,Local Curvature,1869,1875,7,2.03
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,2036,2056,21,1.0
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,2084,2106,23,1.14
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,2118,2130,13,1.24
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,2142,2165,24,1.0
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,2188,2208,21,1.0
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,2210,2229,20,1.0
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,2286,2302,17,1.12
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,2738,2751,14,1.3
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,2738,2865,127,3.0
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,i-Motif,Canonical i-motif,2818,2836,19,2.63
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,2839,2865,27,1.81
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,Slipped_DNA,STR,2842,2861,20,3.0
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,3049,3064,16,1.0
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,Curved_DNA,Local Curvature,3729,3756,28,2.7
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,Triplex,Triplex,3729,3767,39,1.0
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,G-Quadruplex,Extended-loop canonical,3808,3837,30,1.06
NM_001039350,DPP6,"{Ventricular fibrillation, paroxysmal familial, 2}, 612956 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,4493,4516,24,1.48
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,43,62,20,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Intramolecular G-triplex,176,199,24,1.18
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,Hybrid,R-Loop_G-Quadruplex_Overlap,176,1457,1281,3.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,R-Loop,R-loop formation sites,176,1449,1274,3.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,370,386,17,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,580,599,20,1.18
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,643,660,18,1.22
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,805,822,18,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,831,854,24,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,928,950,23,1.26
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,972,992,21,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,1222,1242,21,1.44
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,1393,1416,24,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,1431,1457,27,1.53
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,1602,1622,21,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,R-Loop,R-loop formation sites,1623,1643,21,1.45
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,1708,1730,23,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,R-Loop,R-loop formation sites,1874,2536,663,3.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,2035,2052,18,1.79
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,2165,2186,22,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,2194,2210,17,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,2477,2498,22,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,i-Motif,Canonical i-motif,2516,2536,21,3.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,2719,2732,14,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,2943,2970,28,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Intramolecular G-triplex,3232,3248,17,1.34
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,3419,3449,31,1.31
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,3469,3488,20,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,3591,3611,21,1.54
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,3627,3650,24,1.23
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,3652,3671,20,1.1
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,3787,3811,25,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,3876,3896,21,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,4155,4181,27,1.38
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,4212,4229,18,1.13
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,4273,4298,26,1.03
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,4324,4352,29,3.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,4417,4439,23,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,4417,6550,2133,3.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,4443,4457,15,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,4535,4559,25,1.22
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,Hybrid,G-Quadruplex_R-Loop_Overlap,4535,6550,2015,3.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,R-Loop,R-loop formation sites,4538,6550,2013,3.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,4572,4589,18,1.38
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,4603,4616,14,1.16
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,4629,4643,15,1.09
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,4662,4682,21,1.27
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,4696,4712,17,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,Z-DNA,Z-DNA,4709,4718,10,1.06
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,4728,4756,29,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,4762,4789,28,1.25
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,4812,4832,21,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,4921,4940,20,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,4950,4970,21,1.34
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,4981,5006,26,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,5008,5032,25,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,5041,5065,25,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,5071,5084,14,1.53
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,5128,5155,28,1.43
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,5159,5185,27,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,5223,5238,16,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,5280,5306,27,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,5326,5344,19,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,5401,5423,23,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,5425,5450,26,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,5493,5515,23,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,5557,5581,25,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,5587,5608,22,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,Z-DNA,Z-DNA,5598,5607,10,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,5613,5639,27,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,5701,5714,14,1.3
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,5730,5750,21,1.18
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,5760,5780,21,1.18
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,5848,5870,23,1.24
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,5883,5906,24,1.32
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,5938,5957,20,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,6016,6035,20,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,6042,6065,24,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,6112,6136,25,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,6141,6158,18,1.13
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,6181,6206,26,1.11
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,6214,6232,19,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,6267,6287,21,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,6371,6395,25,1.15
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,6397,6422,26,1.28
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,6427,6443,17,1.1
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,6453,6478,26,1.08
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,6490,6509,20,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,6513,6530,18,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,6565,6587,23,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,6666,6689,24,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,6762,6785,24,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,6805,6815,11,1.61
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,6955,6976,22,1.14
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,7011,7034,24,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,7081,7094,14,1.16
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,7150,7172,23,1.0
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,7201,7218,18,1.07
NM_000445,PLEC,"Muscular dystrophy, limb-girdle, type 2Q, 613723 (3)",Muscular Disorders,G-Quadruplex,Two-tetrad weak PQS,7227,7246,20,1.0
